eps_xx,eps_yy
0.100300,-0.030000
0.269800,-0.219800
0.660300,-0.575800
0.582700,-0.553100
0.264900,-0.285900
0.063900,-0.016200
-0.007500,-0.047100
0.038200,-0.070100
0.009600,-0.045400
-0.010100,-0.036400
-0.020500,-0.022300
0.045600,-0.017000
0.058200,-0.040400
0.027500,-0.050500
0.025000,-0.028700
0.054200,-0.034100
0.041400,-0.065400
-0.014600,-0.035000
0.020000,0.004300
0.052600,-0.068900
0.025400,-0.120200
-0.015600,-0.034500
0.016400,0.015100
0.033400,-0.043600
0.071200,-0.085000
0.065600,-0.032900
0.053500,-0.012900
0.046900,-0.047300
0.014000,-0.057800
0.022700,0.021700
0.044200,-0.020100
0.008100,-0.095600
0.008100,-0.092300
0.016200,-0.053700
0.015800,-0.071200
0.025800,-0.071400
0.020700,-0.027800
0.004400,0.000300
-0.020100,-0.035600
-0.016800,-0.059600
0.023000,-0.095400
0.026500,-0.086300
0.018900,-0.024000
0.030500,-0.028500
0.078500,-0.068900
0.048500,-0.033400
-0.037600,-0.045700
-0.044200,-0.053700
-0.031200,-0.035300
-0.001300,-0.026600
-0.025600,-0.001700
-0.063400,-0.028400
-0.041600,-0.060900
0.009500,-0.061400
0.035700,-0.073500
0.003500,-0.045900
-0.018300,-0.055100
0.001100,-0.036200
0.006100,0.018100
0.003800,-0.039000
0.034900,-0.078100
0.031600,-0.049200
0.042900,-0.070100
0.027000,-0.061600
-0.005600,-0.081300
0.009700,-0.082700
0.023200,-0.095900
0.028800,-0.061600
0.002500,-0.066600
-0.018100,-0.068900
0.034800,-0.010200
0.050600,-0.028000
0.023400,-0.040500
0.034300,-0.024400
0.035100,0.009700
0.002800,-0.028900
0.013600,-0.059100
0.003200,-0.083800
0.016400,-0.079200
0.009700,-0.051600
-0.046200,-0.038800
-0.039200,-0.053100
-0.020600,-0.052100
-0.005600,-0.013900
0.010400,-0.030500
-0.019100,0.015400
-0.074100,-0.025300
0.018100,-0.053500
0.041100,-0.012300
-0.008200,-0.077400
-0.010900,-0.069800
0.035900,-0.039000
0.006700,-0.019000
0.026100,0.003400
-0.016200,-0.010300
-0.004600,-0.090100
-0.035400,-0.066300
-0.025900,-0.008000
-0.032000,-0.041400
-0.017800,-0.049500
-0.003600,-0.014000
-0.013500,-0.038400
0.028300,-0.064300
0.030000,-0.054900
0.014600,-0.027700
0.023700,-0.057500
-0.022600,-0.036400
0.033500,-0.070600
0.008200,-0.079800
-0.015500,-0.023000
0.036900,-0.039200
0.020800,-0.062800
-0.049800,-0.081500
-0.047700,-0.136700
0.098700,-0.141500
0.113900,-0.162300
0.085400,-0.106500
0.128100,-0.217200
0.534800,-0.942700
0.406400,-0.463200
0.277500,-0.153300
-0.164500,-0.031900
