eps_xx,eps_yy
2.288000,-3.020400
2.558400,-2.238500
2.491300,-2.101700
2.200100,-2.220100
2.211700,-2.175500
2.084500,-2.089100
2.257900,-2.183600
2.272900,-2.232600
2.213600,-1.883900
2.393700,-1.984500
2.046600,-2.354500
2.108800,-2.221400
2.106700,-2.201900
2.103200,-2.320800
2.215200,-2.100400
2.114000,-2.092800
2.048100,-2.103100
2.201200,-2.248200
2.184100,-2.182000
2.038000,-2.128900
1.994900,-2.029900
1.999100,-2.248400
2.163500,-2.310000
2.199400,-2.097200
2.187200,-2.089400
2.026300,-2.139400
2.216300,-2.097400
2.194900,-2.028000
2.354600,-2.240900
2.399600,-2.386600
2.320300,-2.120000
3.152900,-2.164000
3.712000,-2.467300
2.046800,-2.146900
1.871100,-2.033600
1.978700,-2.208700
2.220900,-2.113800
2.098000,-2.170100
1.880300,-2.212200
1.749100,-2.109400
2.018700,-2.236000
2.196700,-2.184200
2.195300,-2.199100
2.207400,-2.251900
2.285600,-2.338400
2.089800,-2.087100
2.105400,-1.781300
1.947900,-1.623900
1.664900,-1.717100
1.440300,-1.145900
1.270500,-1.477500
1.353100,-1.649000
1.507300,-1.837000
1.595200,-1.860200
1.588000,-2.013700
1.363000,-1.859900
1.586400,-1.765100
1.812700,-1.879200
1.647800,-2.114500
1.531000,-2.027300
1.541000,-1.812100
1.482000,-1.915000
1.563300,-2.032000
1.560000,-2.003200
1.467300,-1.893500
1.498700,-1.958300
1.620800,-1.934500
1.527600,-1.968000
1.656400,-2.013200
1.746800,-2.131500
1.808100,-2.267100
1.544100,-2.074400
1.324200,-1.963200
1.670000,-1.941500
2.034700,-2.265500
1.767200,-2.125400
1.350100,-1.950600
1.627600,-2.059900
1.610100,-2.099700
1.409200,-2.033400
1.328300,-1.804600
1.301100,-1.629400
1.196100,-1.811500
1.495100,-1.797500
1.727500,-1.996600
1.758300,-2.144300
1.654100,-2.117900
1.723700,-2.045400
1.315100,-1.945000
1.567500,-2.081300
1.568700,-1.880000
1.522300,-1.921800
1.566900,-1.905100
1.652400,-2.018600
1.618500,-1.613900
1.261500,-1.444000
1.216900,-1.482700
1.732500,-1.782600
1.842900,-2.271700
1.752800,-2.246200
1.435600,-1.967000
1.468600,-1.728400
1.563100,-1.743500
2.417000,-2.336600
2.402000,-2.315400
1.530100,-1.732800
1.641900,-1.763700
1.709800,-1.775700
1.623900,-1.620700
1.606300,-1.586000
1.474100,-1.630300
1.486800,-1.641900
1.476100,-1.492500
1.433400,-1.544500
1.651300,-1.897900
1.966300,-1.912400
1.893000,-1.852600
1.761200,-1.451800
1.527500,-1.213400
0.948800,-0.975400
1.042800,-1.516500
1.181900,-1.626300
1.593400,-1.812600
1.727800,-2.321900
1.857900,-2.231200
2.081100,-2.014000
1.852000,-1.954200
1.730700,-2.242100
1.503200,-2.004900
1.237700,-1.763900
1.477000,-1.773000
2.025800,-1.771900
1.981700,-1.882200
1.807800,-2.159600
1.973600,-1.936300
1.856100,-1.773200
1.850300,-1.811300
2.386300,-2.217900
2.157600,-2.464600
2.090600,-2.386700
2.215000,-2.254300
0.999900,-1.056900
1.206500,-1.309000
1.587500,-1.432200
1.670300,-1.536300
1.455100,-1.352100
1.132600,-1.302000
1.775900,-1.742800
2.305600,-1.976500
1.882300,-2.234100
1.914600,-2.373100
1.830700,-2.301500
1.603200,-1.911500
1.237200,-1.324200
1.934300,-1.332300
1.648500,-1.424900
1.341300,-1.533900
1.367300,-1.420600
1.267100,-1.158300
1.130500,-1.132900
0.980300,-0.965100
1.251100,-1.150300
1.446500,-1.329600
0.983900,-1.047500
1.268600,-1.313700
1.571800,-1.403400
1.093100,-1.165700
1.335600,-1.461800
1.564600,-1.500500
1.575400,-1.510500
1.160500,-1.162400
1.340100,-1.384600
1.705800,-1.462700
1.710000,-1.489300
0.923500,-1.011900
1.293500,-1.295300
1.419400,-1.525500
1.585100,-1.542000
1.674400,-1.331200
1.301000,-1.091800
1.103300,-1.377400
1.394200,-1.551800
1.518300,-1.552200
1.542100,-1.547000
1.473300,-1.335100
1.053100,-0.888800
1.237700,-1.369900
1.386500,-1.665600
1.583100,-1.772200
1.575800,-1.563200
1.373400,-1.210200
0.889500,-1.096400
1.471100,-1.455300
1.442500,-1.640600
1.436000,-1.706100
1.682000,-1.633400
1.233600,-1.224300
0.898400,-1.215100
1.299500,-1.490200
1.643300,-1.600200
1.448100,-1.611600
1.534900,-1.458400
1.221800,-1.064100
0.962300,-0.967500
1.207000,-1.308700
1.212300,-1.548100
1.519900,-1.597600
1.644600,-1.531000
1.235900,-1.297600
1.013900,-1.136400
1.296700,-1.318200
1.430300,-1.448200
1.526900,-1.514600
1.581200,-1.420700
