eps_xx,eps_yy
2.319500,-3.138500
2.423200,-2.362000
2.534100,-2.186000
2.226700,-2.238300
2.191900,-2.183900
2.084600,-2.107600
2.279000,-2.240300
2.256300,-2.307900
2.180500,-1.973400
2.189700,-2.051400
2.057000,-2.393600
2.181200,-2.274000
2.192900,-2.212800
2.178700,-2.346200
2.241400,-2.186800
2.155200,-2.177400
2.118100,-2.135500
2.280500,-2.275100
2.219900,-2.237300
2.157200,-2.317800
2.174800,-2.114900
2.253200,-2.247300
2.374400,-2.398000
2.497800,-2.282600
2.420400,-2.225400
2.176100,-2.171200
2.307300,-2.245000
2.290600,-2.195100
2.358900,-2.352400
2.415100,-2.412400
2.342800,-2.190200
3.069200,-2.579800
3.781400,-2.535200
1.985900,-2.126600
1.894800,-2.101400
2.222400,-2.375500
2.312700,-2.283800
2.209100,-2.276800
2.039700,-2.437600
1.891200,-2.360900
2.188100,-2.337500
2.279700,-2.235800
2.212200,-2.277100
2.166400,-2.503900
2.325700,-2.528700
2.088800,-2.165700
2.026900,-1.961200
2.101700,-1.971600
2.027600,-2.136800
1.957000,-2.239800
2.108500,-2.215600
2.142200,-2.050300
2.300200,-1.783000
2.107000,-1.846400
2.527100,-2.622200
2.027000,-2.620500
2.092400,-2.066800
2.224900,-2.076100
2.071600,-2.194300
1.890200,-2.038700
2.238900,-2.340000
2.515500,-2.623700
2.969100,-2.647600
2.978500,-2.616200
2.688400,-2.712800
2.538700,-2.468600
2.408200,-2.206800
2.119100,-2.110800
2.051800,-2.169200
2.011700,-2.223200
2.143000,-2.088800
2.037800,-2.122000
2.125900,-1.901600
1.963000,-1.861800
1.510400,-2.039500
1.580600,-2.057100
1.620400,-2.004300
1.713300,-2.022500
1.872300,-2.155300
2.553400,-2.330500
2.728100,-2.571200
2.540100,-2.494100
2.109100,-2.325800
1.358700,-1.539800
1.395600,-1.053500
1.345100,-1.592000
1.339200,-1.444200
0.974100,-1.359400
1.259900,-1.449400
1.684100,-1.599000
1.545800,-1.384600
1.189300,-1.541600
1.291700,-1.602100
1.357200,-1.714300
1.365700,-1.792700
1.730600,-1.727800
1.397700,-1.578600
1.180800,-1.754300
1.233000,-1.876600
1.538400,-1.622800
1.397800,-1.634000
1.184100,-1.864200
1.403800,-1.910400
1.512400,-1.789000
1.530500,-2.013200
1.546600,-1.950500
1.640200,-1.338200
1.468000,-1.980400
1.309000,-2.644100
1.360300,-2.283300
1.603600,-2.196200
1.860500,-1.821300
1.709300,-1.632000
1.471500,-1.645600
1.103700,-1.659500
1.329700,-1.759500
1.472400,-1.877900
1.712600,-1.943500
1.771800,-1.991800
1.659700,-1.922700
1.644800,-1.951400
1.667600,-1.938300
1.681900,-1.897600
1.751400,-1.959000
1.564700,-2.053400
1.472600,-2.048100
1.651200,-2.120400
1.441900,-1.940800
1.572100,-1.822200
1.578400,-1.863500
1.367300,-2.220600
1.546500,-1.991100
1.556100,-1.871300
1.369500,-2.014900
1.408600,-2.106000
1.509900,-2.004600
1.429700,-1.952600
1.499700,-2.022100
1.645200,-2.033400
1.560300,-2.038700
1.639600,-2.011300
1.656500,-2.081700
1.740300,-2.300800
1.585600,-2.141900
1.344500,-2.027200
1.782900,-2.168000
1.897800,-2.216600
1.693500,-2.173200
1.269000,-1.954900
1.681700,-2.086800
1.552400,-2.174900
1.358000,-2.158700
1.389300,-2.093500
0.781900,-1.681600
1.179400,-1.667900
1.417700,-1.921800
1.710100,-2.077200
1.860600,-2.252000
1.613700,-2.036800
1.715100,-2.088700
1.407400,-2.060200
1.579300,-2.189700
1.539600,-1.954400
1.417100,-2.014800
1.516800,-1.973800
1.776400,-1.967100
1.717400,-1.729300
1.153900,-1.648100
1.259500,-1.583900
1.789800,-1.858400
1.863000,-2.261900
1.808100,-2.187600
1.537400,-1.971000
1.480800,-1.849300
1.638500,-1.920100
2.555600,-2.337300
2.655700,-2.281800
1.684900,-1.824100
1.747900,-1.749900
1.822300,-1.787700
1.860900,-1.741600
1.778900,-1.722100
1.536400,-1.717900
1.469100,-1.720000
1.438600,-1.580300
1.445700,-1.699200
1.670000,-1.844800
2.093300,-1.948100
2.012300,-1.990200
1.848700,-1.560500
1.683700,-1.406700
1.222100,-1.305600
0.955400,-1.119300
1.152700,-1.594300
1.233300,-1.653500
1.685300,-1.827700
1.804400,-2.412900
1.904200,-2.284200
2.098000,-2.032300
1.887500,-1.971400
1.804200,-2.289300
1.533800,-2.024600
1.254600,-1.777400
1.530300,-1.714200
2.084700,-1.682400
2.071800,-1.855400
1.831000,-2.058300
1.987600,-1.919800
1.927600,-1.833600
1.882300,-1.904300
2.436100,-2.225400
2.218900,-2.507200
2.094200,-2.349800
2.308000,-2.050200
1.578200,-1.397700
1.732100,-1.468100
1.939100,-1.546000
1.899500,-1.676100
1.692800,-1.406400
1.101700,-1.402900
1.419200,-1.538900
1.677800,-1.600300
1.623500,-1.738400
1.543100,-1.718900
1.250300,-1.266400
1.235200,-1.321900
1.836600,-1.805400
2.281600,-1.932900
1.895500,-2.129700
1.919500,-2.398700
1.887400,-2.361800
1.699000,-1.869200
1.032300,-1.465000
1.384000,-1.627100
1.783200,-1.663800
1.998900,-1.990200
2.005100,-1.994500
1.400900,-1.903100
1.588800,-1.671500
1.537600,-1.514900
1.158000,-1.279700
1.687100,-1.827000
2.232800,-1.811500
1.789100,-1.661700
1.429900,-1.737600
1.340200,-1.555600
1.290000,-1.337600
1.142200,-1.326600
1.137600,-1.318000
1.060900,-1.454900
0.993200,-1.440500
1.099600,-1.438700
1.109800,-1.408400
1.260400,-1.668200
1.247800,-1.154700
0.913100,-1.337300
1.089800,-1.100000
1.063500,-1.066400
1.504400,-1.379900
1.319100,-1.368600
1.561700,-1.593200
1.771700,-1.529000
1.170100,-1.083400
1.552100,-1.483500
1.494300,-1.581700
1.724500,-1.568600
1.282200,-1.243200
1.545700,-1.560800
1.535800,-1.624100
1.677200,-1.616800
1.770100,-1.663000
1.019000,-1.231700
1.459900,-1.458200
1.593900,-1.559400
1.451900,-1.604500
1.710400,-1.620000
1.846000,-1.589200
1.074300,-1.184900
1.117700,-1.439000
1.468900,-1.646800
1.701100,-1.652900
1.539300,-1.695100
1.602900,-1.622100
1.731400,-1.355100
1.434500,-1.098900
1.211900,-0.986200
1.140800,-1.133400
1.177600,-1.588200
1.512400,-1.850800
1.701600,-1.850800
1.655300,-1.748100
1.594300,-1.651700
1.535400,-1.399400
1.022900,-1.107300
1.122300,-1.012900
1.252100,-1.246900
1.295200,-1.525300
1.528500,-1.680200
1.697600,-1.854500
1.738200,-1.955500
1.651200,-1.707500
1.411500,-1.319300
1.120400,-1.210700
1.200500,-1.159500
1.357300,-1.523400
1.382100,-1.643500
1.591000,-1.639600
1.638600,-1.655100
1.608700,-1.769800
1.768600,-1.776700
1.289700,-1.347600
1.158400,-1.122600
1.365600,-1.333600
1.533900,-1.487800
1.373600,-1.585600
1.489900,-1.624400
1.706100,-1.634400
1.569300,-1.646700
1.653600,-1.490400
1.283800,-1.102600
1.183400,-1.153500
0.971900,-1.281100
1.460000,-1.537400
1.609300,-1.619100
1.592700,-1.641900
1.496000,-1.690200
1.592100,-1.703200
1.635400,-1.643500
1.326500,-1.355400
0.915300,-1.125200
1.010700,-1.426000
1.443200,-1.669000
1.599600,-1.704200
1.618000,-1.663000
1.707600,-1.684400
1.646100,-1.678500
1.595600,-1.564500
1.278400,-1.348200
1.043300,-1.282600
1.056500,-1.481800
1.351300,-1.616900
1.604700,-1.726100
1.608300,-1.794100
1.799200,-1.766600
1.811900,-1.658300
1.570200,-1.470700
1.196900,-1.218200
1.159600,-1.140300
1.269600,-1.365600
1.180900,-1.525900
1.244400,-1.583100
1.524300,-1.521700
1.636900,-1.599400
1.715300,-1.826500
1.754700,-1.749800
1.569900,-1.470500
1.154500,-1.132000
1.225200,-1.231000
1.338800,-1.432400
1.262200,-1.491100
1.201300,-1.537800
1.360200,-1.613200
1.658900,-1.707100
1.788200,-1.765200
1.623400,-1.662200
1.377100,-1.389100
1.167300,-1.017600
1.231400,-1.128700
1.322200,-1.363300
1.342800,-1.475000
1.327200,-1.472400
1.275700,-1.511000
1.253100,-1.613000
1.510900,-1.917700
1.756600,-2.017500
1.677300,-1.725800
1.318800,-1.432200
1.054900,-1.024800
1.092200,-1.195200
1.416600,-1.361700
1.386700,-1.455600
1.249400,-1.456900
1.327500,-1.476800
1.367000,-1.596500
1.385800,-1.708600
1.474100,-1.763600
1.622100,-1.813500
1.615200,-1.789500
1.347500,-1.551400
1.104400,-1.225300
0.933200,-1.183200
1.098800,-1.349400
1.479200,-1.526900
1.564600,-1.563200
1.292800,-1.451100
1.232900,-1.423100
1.292400,-1.579900
1.453800,-1.735700
1.559100,-1.778100
1.587100,-1.626500
1.511900,-1.491600
1.250300,-1.340200
1.252000,-1.270400
1.532000,-1.507000
0.960500,-1.167700
1.126000,-1.191300
1.241000,-1.371200
1.392900,-1.540100
1.547000,-1.537000
1.452400,-1.486300
1.335700,-1.405500
1.362000,-1.462400
1.381800,-1.648900
1.512000,-1.747900
1.530000,-1.693500
1.421300,-1.429600
1.187600,-1.115400
1.068100,-1.041600
1.421900,-1.416900
1.605700,-1.592200
1.138400,-1.175200
1.274200,-1.306400
1.293100,-1.403000
1.362000,-1.532100
1.473400,-1.515000
1.516600,-1.438800
1.388100,-1.429000
1.502100,-1.527700
1.512100,-1.654000
1.398400,-1.701600
1.411400,-1.630900
1.368700,-1.484600
1.025200,-1.142800
1.258400,-1.312600
1.555500,-1.573400
1.634500,-1.742500
1.615500,-1.769900
1.011700,-1.271600
1.428900,-1.375600
1.507000,-1.554500
1.272900,-1.509900
1.357900,-1.421500
1.598300,-1.429100
1.531000,-1.506100
1.472000,-1.663200
1.577500,-1.765300
1.437500,-1.727100
1.283700,-1.582200
1.262300,-1.367900
0.902900,-1.299100
1.284600,-1.448200
1.671900,-1.599500
1.808400,-1.720400
1.620500,-1.758700
1.195000,-1.098800
1.229900,-1.270900
1.342000,-1.502600
1.848200,-1.939200
1.345300,-1.793500
1.141400,-1.388900
1.483100,-1.395400
1.709100,-1.587700
1.598900,-1.757600
1.615900,-1.816700
1.552100,-1.763300
1.165900,-1.580700
1.016900,-1.266000
1.203600,-1.440700
1.280000,-1.654300
1.524600,-1.675100
1.915900,-1.657200
1.849800,-1.608100
1.429000,-1.583400
1.178400,-1.134500
1.522400,-1.403400
1.393600,-1.594700
1.936200,-1.461200
1.510000,-1.297500
