eps_xx,eps_yy
0.105800,-1.126700
0.042100,-1.128400
0.019600,-1.156300
0.050000,-1.030000
0.040500,-0.984900
0.016800,-0.989800
-0.027800,-0.991900
0.040300,-1.091100
0.087900,-1.202700
0.090100,-1.161600
0.077100,-1.224900
0.116800,-1.569900
0.226500,-1.818900
0.172500,-2.007600
0.115200,-2.171500
0.171700,-2.227300
0.158700,-2.106900
-0.020400,-1.956700
-0.016700,-1.804000
0.131200,-1.522600
0.107000,-1.724300
0.060100,-2.070900
0.091400,-2.040400
0.179600,-1.725300
0.129600,-1.589000
0.111800,-1.683900
0.171100,-1.845400
0.118800,-2.016500
0.112800,-2.177900
0.114300,-2.170200
0.049700,-2.061600
0.068900,-2.115800
0.136600,-2.144600
0.096900,-2.122100
0.082000,-1.997400
0.166800,-2.011700
0.190400,-1.941900
0.127800,-1.743000
0.128000,-1.614900
0.178100,-1.524800
0.214300,-1.740300
0.185600,-1.671900
0.172000,-1.594800
0.160700,-1.972300
0.114900,-1.965400
0.192500,-1.727900
0.076800,-1.654400
0.055900,-1.735200
0.171700,-1.509200
0.070000,-1.358300
0.001900,-1.302700
0.040700,-1.293000
-0.068000,-1.507200
-0.160100,-1.634600
-0.119800,-1.269300
-0.045100,-1.373400
-0.065000,-1.495500
0.114900,-1.612900
0.201800,-1.697100
0.071400,-1.671600
0.100600,-1.554300
0.136600,-1.502200
0.127900,-1.566100
0.121800,-1.776200
0.137900,-1.842800
0.057300,-1.703100
0.021800,-1.743500
0.122100,-1.730400
0.110900,-1.471300
0.081600,-1.562900
0.101900,-1.875500
0.082500,-1.912800
0.136000,-1.957400
0.135200,-2.005600
0.123100,-2.070000
0.106200,-2.135100
0.153800,-1.946100
0.167700,-1.895700
0.127400,-2.084800
0.137500,-2.219500
0.134700,-2.180200
0.154300,-1.999000
0.163800,-1.968500
0.136000,-1.991400
0.120300,-1.992300
0.119800,-2.054300
0.203500,-2.106200
0.212300,-1.943100
0.073300,-1.752600
0.030500,-1.885100
0.100500,-2.098300
0.135700,-2.162900
0.049500,-2.184300
0.110500,-2.167900
0.130200,-2.244100
0.066000,-2.042300
-0.042900,-1.644900
-0.056800,-1.382300
-0.012000,-1.252500
0.018300,-1.105700
0.074600,-1.107700
0.105000,-1.172200
0.166500,-1.028300
0.190400,-0.941200
0.169800,-0.998400
0.155100,-1.088500
0.174000,-1.076200
0.228600,-1.249900
0.308000,-1.708900
0.368300,-1.895000
0.342100,-1.870000
0.402200,-2.059500
0.415600,-2.197700
0.450500,-1.979800
0.499500,-1.895900
0.334300,-1.838300
0.247800,-1.616500
0.302600,-1.522100
0.294900,-1.573000
0.183600,-1.147700
0.346600,-1.324500
0.382300,-1.759100
0.412300,-1.846900
0.351900,-1.990600
0.316100,-1.940100
0.310200,-1.861800
0.349300,-1.892300
0.380900,-2.043600
0.371900,-2.044600
0.338300,-1.932300
0.308400,-1.991900
0.333400,-2.061300
0.319300,-2.038600
0.296800,-1.988200
0.309000,-1.894200
0.312300,-1.835500
0.305500,-1.841100
0.340600,-1.864800
0.303400,-1.732200
0.236600,-1.432100
0.325100,-1.507200
0.241000,-1.726200
0.212900,-1.846200
0.158900,-1.698100
0.184600,-1.546500
0.197700,-1.542700
0.159000,-1.487700
0.228300,-1.453800
0.255300,-1.602000
0.228300,-1.856100
0.219900,-1.910900
0.174000,-1.790900
0.056500,-1.172800
0.052600,-1.018000
0.071000,-1.424400
0.052700,-1.555900
0.056400,-1.755900
0.087600,-1.537800
0.099300,-1.349200
0.084900,-1.480700
0.094600,-1.648100
0.063000,-1.724200
0.058800,-1.663300
0.095700,-1.707800
0.084700,-1.596600
0.118500,-1.397800
0.065500,-1.533400
0.045000,-1.866600
0.089900,-1.771000
0.091500,-1.594700
0.060100,-1.803900
0.033400,-1.977900
0.099600,-2.021700
0.149600,-2.000400
0.097900,-2.038700
0.105900,-2.039200
0.076600,-2.072900
0.050100,-2.072200
0.063700,-2.036200
0.087800,-2.057400
0.104800,-2.006000
0.065400,-1.910900
0.095000,-1.970600
0.076900,-1.881700
0.052900,-1.740900
0.081000,-1.312100
0.040100,-0.965900
0.042200,-1.433800
0.043400,-1.806100
0.044700,-1.884600
0.096400,-1.728000
0.068600,-1.600400
0.022200,-1.853200
0.111000,-2.140200
0.103100,-2.082100
0.063100,-2.042800
0.054100,-2.038700
0.055200,-1.730700
0.074200,-1.349300
0.065200,-1.239600
0.078200,-1.207800
0.100000,-1.111700
0.072700,-1.013700
0.086500,-1.077800
0.114500,-1.056700
0.119900,-1.035100
0.129600,-1.053600
0.067000,-1.162700
0.031200,-1.176500
0.042100,-1.154900
0.043600,-1.108400
0.033100,-1.082100
0.007100,-1.038800
0.081900,-1.176000
0.042300,-1.197700
0.054800,-1.213200
0.044100,-1.179500
0.027300,-1.126800
0.033400,-1.118600
0.003100,-1.091600
0.073300,-0.934700
0.083500,-0.975100
0.108400,-0.981700
0.129200,-0.978600
0.117000,-0.982400
0.143200,-0.972300
0.046500,-1.134500
0.057000,-1.197500
0.072100,-1.208700
0.043700,-1.174900
0.034500,-1.178600
0.044400,-1.191800
0.093900,-1.048200
0.089000,-1.069400
0.097700,-1.045200
0.126600,-1.037700
0.129800,-1.018300
0.100800,-0.984100
0.150100,-0.960300
0.037200,-1.199700
0.056300,-1.188800
0.080500,-1.178900
0.082000,-1.178400
0.068400,-1.148900
0.046300,-1.134600
0.060000,-1.177300
0.087200,-1.182800
0.094000,-1.188300
0.121900,-1.198500
0.144300,-1.186200
0.118800,-1.145900
0.127600,-1.101200
0.044800,-1.252600
0.099900,-1.201600
0.131900,-1.164900
0.109900,-1.136800
0.072300,-1.118000
0.065900,-1.138600
0.077800,-1.216800
0.091000,-1.199300
0.108700,-1.182600
0.131500,-1.143300
0.133400,-1.113300
0.118700,-1.086900
0.147400,-1.075800
0.003000,-1.370800
0.090100,-1.340700
0.148200,-1.294500
0.161400,-1.270500
