eps_xx,eps_yy
0.076600,-1.141100
0.132100,-1.777600
0.088200,-1.690100
0.134200,-1.171000
0.108100,-1.776300
0.060200,-2.031000
0.061500,-2.161100
0.074200,-2.122800
-0.014400,-2.000400
0.002700,-2.069800
0.076900,-2.098200
0.039000,-2.080400
-0.010700,-1.959600
0.093100,-1.947000
0.116200,-1.909800
0.050500,-1.723100
0.054600,-1.626600
0.060400,-1.528100
0.089800,-1.699900
0.054800,-1.669700
0.082100,-1.646100
0.030400,-1.825400
-0.013000,-1.138800
0.010800,-1.323200
0.025000,-1.637200
-0.008200,-1.795300
0.098300,-1.800700
0.074500,-1.533300
0.044400,-1.612900
0.033400,-1.893500
-0.019900,-1.858300
0.044600,-1.854000
0.050300,-1.930500
0.051200,-1.963900
0.041300,-2.022200
0.148800,-1.894400
0.150200,-1.835100
0.108900,-1.987100
0.119600,-2.135000
0.079600,-2.079400
0.119600,-1.880100
0.098300,-1.553000
-0.065600,-1.136900
0.078300,-1.781700
0.065600,-1.803100
0.070600,-1.006900
0.208800,-1.253800
0.204500,-1.594700
0.126200,-1.195600
0.317800,-1.149200
0.393900,-1.632200
0.392700,-1.773400
0.342400,-1.926400
0.329300,-1.867900
0.322400,-1.808400
0.335100,-1.847100
0.343100,-2.023100
0.330500,-2.029900
0.299100,-1.928000
0.288500,-1.993900
0.305700,-2.043300
0.319500,-2.044800
0.302800,-2.020700
0.285800,-1.931800
0.315800,-1.849100
0.301500,-1.831700
0.326900,-1.824100
0.321400,-1.721700
0.266300,-1.369900
0.221700,-1.003800
0.009500,-1.020800
-0.025900,-1.483200
-0.081000,-1.856000
-0.026600,-1.754800
0.012800,-1.536600
-0.014400,-1.758400
-0.008700,-1.956600
0.095300,-2.016900
0.099800,-1.991900
0.060900,-2.025400
0.073600,-1.996200
0.052200,-2.024700
0.039100,-2.041300
0.042100,-2.014500
0.041600,-2.030300
0.051900,-1.985100
0.029600,-1.868300
0.068100,-1.936800
0.051300,-1.871200
0.016200,-1.712500
0.045500,-1.172900
0.032700,-1.056100
-0.024400,-1.649900
-0.067900,-1.395800
-0.007300,-1.352000
0.023000,-1.296900
0.039400,-1.258800
0.034000,-1.236000
0.033300,-1.221700
0.107800,-1.200400
0.062200,-1.383300
0.023100,-1.410600
0.054200,-1.498700
0.098200,-1.543400
0.097400,-1.559200
0.093100,-1.563400
-0.006700,-1.633900
0.036200,-1.612400
0.055100,-1.611700
0.025200,-1.619200
0.028400,-1.631800
0.152100,-1.613200
0.025700,-1.876800
0.008200,-1.877400
0.065700,-1.868400
0.099600,-1.838800
0.083800,-1.851700
0.089500,-1.894700
0.003600,-1.419200
0.025600,-1.369100
0.049900,-1.396800
0.026900,-1.462100
0.008500,-1.520700
0.094500,-1.514000
0.030200,-1.770000
0.011900,-1.724800
0.019300,-1.636000
0.045800,-1.530300
0.063100,-1.455600
0.041800,-1.404300
-0.011000,-1.113400
0.042000,-1.272700
0.048600,-1.281200
0.139900,-1.268700
0.114700,-1.255800
0.069700,-1.217600
0.092400,-1.183600
0.084100,-1.260400
0.111700,-1.227400
0.083100,-1.219700
0.082300,-1.192700
0.143000,-1.194500
0.230600,-1.185800
0.068400,-1.764400
0.110400,-1.778700
0.143700,-1.797100
0.124000,-1.772200
0.080000,-1.726300
0.084500,-1.735800
0.067200,-1.719300
0.108800,-1.724500
0.121300,-1.744800
0.093300,-1.745700
0.127500,-1.697300
0.254900,-1.649900
0.086900,-2.016300
0.085100,-2.087200
0.130900,-2.089900
0.149600,-2.041200
0.120900,-2.024100
0.071400,-2.011400
0.086600,-1.860700
0.115100,-1.871400
0.091300,-1.886300
0.094500,-1.886000
0.173600,-1.839800
0.303000,-1.773400
0.069900,-2.181700
0.111400,-2.212700
0.142300,-2.167500
0.126900,-2.149500
0.093200,-2.148400
0.062000,-2.145800
0.080500,-1.940600
0.112700,-1.951900
0.092500,-1.936300
0.060900,-1.920100
0.119100,-1.940300
0.179500,-1.945500
0.302700,-1.912900
0.033900,-2.145100
0.053200,-2.173700
0.129100,-2.190900
0.146100,-2.204900
0.096600,-2.216200
0.069000,-2.192600
0.089200,-1.903300
0.119800,-1.890100
0.072500,-1.883700
0.069900,-1.908400
0.111900,-1.945500
0.229400,-1.943100
0.049700,-1.994100
0.068500,-2.023400
0.139100,-2.066000
0.148800,-2.071300
0.090600,-2.083700
0.027400,-2.078500
0.079400,-1.849600
0.150200,-1.811200
0.121500,-1.800100
0.064900,-1.822700
0.082100,-1.827700
0.112700,-1.809600
0.249100,-1.809500
0.102100,-1.821300
0.059900,-1.815500
0.085600,-1.854500
0.137800,-1.892900
0.117300,-1.923400
0.027600,-1.960000
0.101000,-1.975000
0.145500,-1.927600
0.105400,-1.915100
0.082900,-1.879900
0.098300,-1.838600
0.207800,-1.820900
0.091400,-1.866700
0.033600,-1.871300
0.082500,-1.896600
0.124400,-1.952500
0.076000,-1.989600
-0.001900,-2.023800
0.075900,-1.984600
0.121600,-1.969400
0.123000,-1.943800
0.122200,-1.916800
0.104700,-1.892400
0.097500,-1.888600
0.246900,-1.889500
0.076900,-2.039200
0.027600,-2.041600
0.017400,-2.051100
0.071600,-2.082400
0.096200,-2.087500
0.066300,-2.073900
0.060000,-2.076300
0.073200,-2.035000
0.109200,-2.023500
0.149300,-2.006900
0.131800,-2.014800
0.076600,-2.029000
0.170100,-2.030700
0.026100,-2.051800
-0.019600,-2.100900
0.006000,-2.130500
0.074000,-2.135100
0.091800,-2.127100
0.067200,-2.112000
0.047600,-2.074100
0.095400,-2.127600
0.164100,-2.135000
0.165500,-2.116800
0.088700,-2.084600
0.047300,-2.060600
0.237700,-2.078100
0.018900,-1.955100
-0.013900,-1.970100
-0.009200,-1.977200
0.034400,-1.988900
0.077800,-2.006300
0.087500,-2.016800
0.033800,-2.026800
0.082100,-2.031800
0.172700,-2.046200
0.188900,-2.039000
0.099700,-1.981300
0.041600,-1.944300
0.178300,-1.945900
0.004000,-1.914300
-0.002000,-1.901100
0.014800,-1.892900
0.047300,-1.894300
0.075400,-1.905400
0.065200,-1.914800
0.071500,-1.965400
0.143600,-1.961400
0.199300,-1.973100
0.134000,-1.968900
0.046600,-1.952000
0.080600,-1.945100
0.242100,-1.934800
-0.005000,-1.874300
0.002000,-1.907900
0.022300,-1.918800
0.031300,-1.923900
0.058200,-1.950800
0.079700,-1.974900
0.091000,-1.988000
0.088000,-2.020600
0.164700,-2.027100
0.178500,-2.061500
0.082600,-2.097500
0.056800,-2.079300
0.193300,-2.042600
-0.005000,-1.876400
0.044400,-1.907900
0.045600,-1.888500
0.046400,-1.868200
0.062800,-1.859200
0.086500,-1.849700
0.076100,-2.027600
0.133400,-2.071600
0.169800,-2.116600
0.126600,-2.162400
0.061000,-2.187200
0.081600,-2.143000
0.246100,-2.084300
-0.010400,-1.900700
0.015300,-1.865900
0.054800,-1.834400
0.091100,-1.791400
0.100500,-1.722300
0.078000,-1.680100
0.061500,-1.676400
0.114000,-2.047900
0.135500,-2.103000
0.113200,-2.121500
0.097300,-2.142600
0.083000,-2.154400
0.201400,-2.104100
0.025000,-1.728100
0.025700,-1.669100
0.068600,-1.664000
0.113200,-1.653900
0.090300,-1.644600
0.064700,-1.636700
0.075300,-2.044300
0.131400,-2.076800
