Index;surface_yx_20/10.min(epsX) [%];surface_yx_20/10.max(epsX) [%];surface_yx_20/10.avg(epsX) [%];surface_yx_30/15.min(epsX) [%];surface_yx_30/15.max(epsX) [%];surface_yx_30/15.avg(epsX) [%];surface_yx_40/20.min(epsX) [%];surface_yx_40/20.max(epsX) [%];surface_yx_40/20.avg(epsX) [%];surface_yx_20/10.min(epsY) [%];surface_yx_20/10.max(epsY) [%];surface_yx_20/10.avg(epsY) [%];surface_yx_30/15.min(epsY) [%];surface_yx_30/15.max(epsY) [%];surface_yx_30/15.avg(epsY) [%];surface_yx_40/20.min(epsY) [%];surface_yx_40/20.max(epsY) [%];surface_yx_40/20.avg(epsY) [%];surface_yx_20/10.min(patQ) [];surface_yx_20/10.max(patQ) [];surface_yx_20/10.avg(patQ) [];surface_yx_30/15.min(patQ) [];surface_yx_30/15.max(patQ) [];surface_yx_30/15.avg(patQ) [];surface_yx_40/20.min(patQ) [];surface_yx_40/20.max(patQ) [];surface_yx_40/20.avg(patQ) []
146;-0.730689;1.322238;0.147960;-0.352406;0.653150;0.129575;-0.023051;0.547923;0.135970;-2.740700;-1.295055;-2.127472;-2.580684;-1.296117;-2.118709;-2.517318;-1.744715;-2.123534;2.089567;8.718504;5.083379;2.766842;8.470254;5.215079;2.798967;8.349901;5.331068
147;-0.576718;1.317091;0.252789;-0.405899;0.692429;0.234261;0.049471;0.665822;0.240069;-3.100652;-1.636660;-2.449895;-2.877864;-1.577731;-2.441680;-2.768233;-2.065591;-2.446270;2.146654;8.825788;5.089738;2.753718;8.411636;5.221563;2.766240;8.279528;5.336582
148;-1.167319;1.180132;0.147456;-0.329818;0.666152;0.129266;-0.015397;0.582695;0.137284;-2.761873;-1.104963;-2.008554;-2.474170;-1.108222;-1.995302;-2.376644;-1.445828;-2.000640;2.129921;8.776575;5.091227;2.732721;8.431321;5.218332;2.742126;8.302165;5.334664
149;-0.954894;1.299569;0.248246;-0.270739;0.719913;0.230568;0.064179;0.682570;0.236490;-3.078646;-1.432333;-2.353514;-2.789413;-1.319242;-2.340203;-2.702657;-1.753846;-2.345972;2.146654;8.931103;5.096976;2.725722;8.583989;5.226280;2.794291;8.261565;5.343965
150;-1.632599;1.109874;0.148831;-0.532174;0.568089;0.131527;-0.000879;0.521169;0.138937;-2.891961;-0.852236;-1.915930;-2.404332;-1.093464;-1.902499;-2.310573;-1.416085;-1.908666;2.052165;8.956693;5.101076;2.743657;8.452756;5.227069;2.821850;8.324311;5.345222
151;-1.197002;1.224566;0.235258;-0.278784;0.676681;0.218995;0.067733;0.635033;0.226163;-3.287984;-1.177502;-2.272310;-2.631011;-1.315172;-2.258244;-2.574345;-1.718829;-2.264044;2.067913;8.663385;5.090593;2.786527;8.405512;5.218036;2.756890;8.328740;5.336429
152;-1.473143;1.033533;0.125019;-0.843359;0.600914;0.107897;-0.054915;0.486493;0.116732;-2.444135;-1.221897;-1.799297;-2.311349;-0.998863;-1.790308;-2.230313;-1.391604;-1.792620;2.107283;8.869095;5.080612;2.759405;8.387576;5.208291;2.787894;8.239911;5.323635
153;-0.757100;1.296565;0.225802;-0.412841;0.665966;0.207950;0.061796;0.641212;0.215653;-2.823608;-1.541036;-2.145818;-2.573927;-1.314107;-2.140107;-2.515674;-1.776123;-2.142597;2.116142;8.754921;5.089937;2.743220;8.484690;5.219619;2.799705;8.319143;5.334824
154;-1.105558;1.069287;0.124031;-0.760231;0.534101;0.107958;-0.127005;0.483366;0.115516;-2.227087;-1.119295;-1.709589;-2.072531;-0.917868;-1.700950;-2.012160;-1.342849;-1.706178;2.096457;8.916339;5.093185;2.739720;8.452756;5.221070;2.756152;8.411909;5.333883
155;-1.126252;1.195109;0.219044;-0.632300;0.602919;0.202163;0.020030;0.584505;0.210550;-2.585502;-1.427390;-2.076844;-2.443731;-1.246156;-2.070948;-2.399875;-1.726357;-2.074811;2.114173;8.897637;5.088721;2.742345;8.492126;5.219121;2.778543;8.351871;5.333111
156;-0.866991;1.156156;0.097475;-1.202095;0.485168;0.082706;-0.097540;0.407268;0.088833;-2.256279;-0.867870;-1.608336;-2.014287;-0.803183;-1.602881;-1.917416;-1.257593;-1.604976;2.110236;8.839567;5.086470;2.753281;8.426509;5.215911;2.775344;8.325788;5.331495
157;-1.490130;1.249822;0.218469;-0.801273;0.637517;0.202820;0.013760;0.601570;0.209976;-2.502111;-1.335593;-1.981012;-2.339726;-1.124701;-1.971188;-2.289503;-1.590619;-1.975580;2.053150;8.877953;5.090796;2.716535;8.427384;5.218863;2.779281;8.355315;5.335893
158;-1.258376;0.984572;0.092731;-1.898718;0.461690;0.076831;-0.166239;0.402343;0.085290;-2.463534;-0.585790;-1.542123;-2.530813;-0.601415;-1.533723;-1.931950;-1.137633;-1.539101;2.068898;8.925197;5.078294;2.723535;8.459317;5.209359;2.785187;8.376722;5.325391
159;-0.810441;1.191246;0.187757;-0.867580;0.560434;0.170911;-0.007178;0.499417;0.178116;-2.819767;-0.933532;-1.909690;-2.280828;-1.028656;-1.902228;-2.229206;-1.542482;-1.907733;2.108268;8.870079;5.090521;2.704287;8.412511;5.219285;2.781250;8.358022;5.336427
160;-1.982350;0.797181;0.093737;-1.869399;0.459636;0.078821;-0.121087;0.433293;0.088272;-2.054816;-0.711492;-1.418303;-1.893932;-0.630204;-1.411043;-1.742047;-1.022147;-1.413429;2.099409;8.878937;5.082796;2.719598;8.353893;5.210916;2.734252;8.397145;5.326899
161;-1.449808;1.113832;0.184327;-1.685009;0.593883;0.168276;-0.136548;0.501984;0.177817;-2.749671;-1.160807;-1.801674;-2.610945;-0.931605;-1.794768;-2.138926;-1.365758;-1.797575;2.113189;8.844488;5.088197;2.660542;8.381889;5.216796;2.781988;8.368111;5.332245
162;-2.231947;0.942924;0.088027;-2.292698;0.435351;0.071595;-0.182399;0.401470;0.081090;-2.092377;-0.607475;-1.342348;-2.687253;-0.585658;-1.338415;-2.113570;-0.963460;-1.340151;2.059055;8.925197;5.090929;2.776903;8.405512;5.219158;2.761811;8.298966;5.335232
163;-2.089561;1.150978;0.189273;-1.770153;0.585017;0.172603;-0.021873;0.483221;0.182291;-2.465424;-1.181970;-1.736873;-2.260901;-0.910811;-1.729042;-1.973792;-1.360545;-1.730821;2.131890;8.917323;5.087713;2.720472;8.357830;5.220055;2.775591;8.340305;5.335321
164;-2.256932;0.862044;0.076893;-1.672057;0.443902;0.061857;-0.244411;0.437731;0.072182;-2.325739;-0.515498;-1.243668;-3.332552;-0.582237;-1.245827;-2.524992;-0.901605;-1.246424;2.066929;8.942913;5.073465;2.470254;8.439632;5.201398;2.747293;8.287893;5.315415
165;-1.843972;1.104818;0.187628;-1.679170;0.522889;0.168580;-0.148379;0.440706;0.179232;-3.003152;-0.634804;-1.628590;-3.128120;-1.030320;-1.627949;-2.074675;-1.231374;-1.628633;2.112205;8.886811;5.078839;2.739283;8.367017;5.207617;2.796014;8.216782;5.322191
166;-2.129202;0.971538;0.059572;-2.073555;0.610100;0.045003;-0.462830;0.325976;0.055659;-3.018138;1.006274;-1.120153;-6.790792;-0.551053;-1.129821;-4.796478;-0.833385;-1.131949;2.103346;8.892716;5.081558;2.269029;8.407699;5.204419;2.707677;8.396899;5.320345
167;-6.133972;1.020032;0.167825;-1.762764;0.530904;0.153621;-0.261608;0.547299;0.166229;-2.076482;-0.665956;-1.521762;-4.085180;-0.937766;-1.524830;-2.883229;-1.184012;-1.526084;2.112205;8.874016;5.085122;2.503500;8.532808;5.213103;2.800443;8.353593;5.326593
168;-3.426048;0.751100;0.059773;-2.217612;0.621786;0.046688;-0.485114;0.443724;0.058631;-2.356821;0.612053;-1.047055;-15.602359;-0.045447;-1.073627;-9.715034;-0.753503;-1.075968;2.084646;8.887795;5.081260;2.454068;8.434383;5.203113;2.335384;8.334399;5.316982
169;-2.308154;1.112122;0.167669;-1.988521;0.789443;0.155388;-0.360519;0.453018;0.165785;-2.328171;1.472831;-1.466724;-11.661210;-0.700179;-1.484029;-8.132504;-1.111638;-1.488298;2.140748;8.848425;5.083641;2.519685;8.375328;5.209000;2.473917;8.340305;5.322174
170;-5.745442;0.815723;0.040470;-4.512551;0.432190;0.029632;-1.037938;0.312658;0.040454;-4.880794;3.565420;-0.964229;-7.227535;0.119596;-0.966343;-4.270031;-0.669366;-0.968705;2.087598;8.937008;5.078709;2.657043;8.378828;5.203749;2.777313;8.260827;5.318462
171;-4.036860;1.012646;0.157379;-4.062410;0.734807;0.144781;-0.053931;0.536075;0.157558;-4.844923;4.563118;-1.374009;-6.279757;-0.210598;-1.377446;-3.288926;-1.049104;-1.377299;2.078740;9.004921;5.086505;2.694663;8.397637;5.209401;2.799705;8.412155;5.329508
172;-2.748567;1.567449;0.049139;-5.261117;0.311759;0.032089;-0.140040;0.923514;0.047696;-13.946810;0.417184;-0.861957;-3.747476;0.486296;-0.849173;-7.914576;-0.645797;-0.859569;2.088583;8.923228;5.071941;2.493438;8.311461;5.199293;2.067667;8.254675;5.311881
173;-11.962781;1.018430;0.167599;-4.090786;0.500436;0.157843;-0.148038;0.643929;0.169548;-5.792646;-0.202923;-1.270361;-9.233557;-0.090571;-1.272529;-2.791018;-1.043560;-1.273854;2.058071;8.913385;5.086292;2.618110;8.341208;5.209501;2.765502;8.264518;5.325908
174;-10.572392;1.930922;0.025914;-4.009249;0.662714;0.016827;-0.753729;0.474181;0.031477;-26.845551;20.908981;-0.787370;-8.987459;-0.218869;-0.774377;-5.000286;-0.435467;-0.771249;1.684055;8.910433;5.070860;2.754156;8.426509;5.199012;2.773130;8.275345;5.313985
175;-7.263055;1.981096;0.157610;-3.958578;0.552375;0.146903;-0.480645;0.932525;0.157508;-7.219357;2.630068;-1.195615;-3.149258;-0.136999;-1.185081;-4.106277;-0.928164;-1.191295;2.099409;8.937008;5.079135;2.681977;8.515748;5.207772;2.702264;8.301181;5.322461
176;-5.794042;1.833526;0.020247;-4.336916;0.535189;0.009942;-0.218022;0.508206;0.024921;-13.862332;-0.086733;-0.673575;-5.005208;-0.093971;-0.664127;-2.281697;-0.416982;-0.666591;2.091535;8.940945;5.068512;2.646982;8.329396;5.194206;2.788140;8.318651;5.308456
177;-2.141831;1.855790;0.142335;-3.810319;0.872887;0.127793;-0.660502;0.651458;0.138764;-13.259848;1.757069;-1.089434;-9.453607;-0.466705;-1.084503;-5.969990;-0.826324;-1.082888;2.162402;8.769685;5.085030;2.667542;8.519248;5.211198;2.749016;8.294784;5.324241
178;-3.295928;4.671218;0.017888;-3.319220;0.609145;0.001115;-0.646389;0.686413;0.015547;-41.868042;1.168037;-0.590433;-11.328105;0.076893;-0.587940;-5.515784;-0.310689;-0.572503;2.062008;8.881889;5.071075;2.124234;8.338583;5.193301;2.762795;8.374508;5.310057
179;-4.927054;1.675925;0.114826;-2.261368;0.764150;0.105510;-0.596963;0.732919;0.114909;-15.343081;0.043655;-1.026112;-12.373335;-0.326680;-1.024880;-10.503932;-0.777959;-1.037464;2.055118;8.809055;5.089045;2.118110;8.363080;5.217136;2.188730;8.400591;5.329850
180;-17.267347;4.135506;-0.013712;-5.974170;0.979593;-0.019505;-0.480136;0.735510;-0.002812;-16.453985;1.902306;-0.485300;-14.736134;0.231635;-0.491964;-4.786561;-0.265738;-0.492393;2.098425;8.979331;5.087979;2.734908;8.410761;5.219056;2.765502;8.277067;5.336789
