Index;surface_yx_20/10.min(epsX) [%];surface_yx_20/10.max(epsX) [%];surface_yx_20/10.avg(epsX) [%];surface_yx_30/15.min(epsX) [%];surface_yx_30/15.max(epsX) [%];surface_yx_30/15.avg(epsX) [%];surface_yx_40/20.min(epsX) [%];surface_yx_40/20.max(epsX) [%];surface_yx_40/20.avg(epsX) [%];surface_yx_20/10.min(epsY) [%];surface_yx_20/10.max(epsY) [%];surface_yx_20/10.avg(epsY) [%];surface_yx_30/15.min(epsY) [%];surface_yx_30/15.max(epsY) [%];surface_yx_30/15.avg(epsY) [%];surface_yx_40/20.min(epsY) [%];surface_yx_40/20.max(epsY) [%];surface_yx_40/20.avg(epsY) [%];surface_yx_20/10.min(patQ) [];surface_yx_20/10.max(patQ) [];surface_yx_20/10.avg(patQ) [];surface_yx_30/15.min(patQ) [];surface_yx_30/15.max(patQ) [];surface_yx_30/15.avg(patQ) [];surface_yx_40/20.min(patQ) [];surface_yx_40/20.max(patQ) [];surface_yx_40/20.avg(patQ) []
55;-0.950083;1.017425;0.171584;-0.567061;0.640594;0.154387;-0.024730;0.580422;0.160894;-2.879491;-0.727750;-2.114452;-2.694540;-0.969973;-2.076919;-2.594354;-1.242400;-2.085747;2.130906;8.869095;5.101246;2.716098;8.391076;5.229982;2.814222;8.320127;5.346686
56;-1.665380;1.264192;0.287843;-0.622231;0.806903;0.270341;0.084267;0.708268;0.275433;-3.405914;-1.304207;-2.692275;-3.221205;-1.460938;-2.648568;-3.134205;-1.805601;-2.664303;2.072835;8.780512;5.095399;2.700350;8.384515;5.222412;2.776329;8.344734;5.340795
57;-1.301053;1.092779;0.192935;-0.777771;0.663744;0.174220;-0.006699;0.562835;0.180070;-2.957957;-0.870015;-2.242560;-2.740544;-1.131971;-2.203344;-2.698320;-1.448647;-2.216930;2.139764;8.785433;5.094280;2.736658;8.452318;5.222442;2.792323;8.251968;5.339311
58;-1.510638;1.288513;0.311387;-0.504620;0.875652;0.291941;0.087158;0.747832;0.298079;-3.507323;-1.728851;-2.822150;-3.306083;-1.478334;-2.782883;-3.265417;-2.173739;-2.800780;2.122047;8.818897;5.102702;2.744969;8.448819;5.235874;2.821112;8.319143;5.352371
59;-1.862488;1.174419;0.183722;-0.946543;0.686103;0.166126;0.002883;0.576911;0.171516;-3.090876;-1.112486;-2.371415;-2.850566;-1.128401;-2.334394;-2.790541;-1.755347;-2.351253;2.085630;8.696851;5.088856;2.710849;8.451006;5.220269;2.786663;8.327756;5.337291
60;-1.378245;1.470381;0.329649;-0.444838;0.865899;0.309310;0.102256;0.785583;0.315198;-3.742335;-1.759772;-2.952626;-3.500080;-1.807019;-2.920344;-3.423335;-2.325489;-2.933219;2.139764;8.973425;5.110206;2.709974;8.529746;5.239265;2.836614;8.401329;5.357999
61;-2.194930;1.298992;0.207347;-0.938026;0.764314;0.187890;-0.013369;0.658779;0.194182;-3.342440;-1.350195;-2.525817;-3.070398;-1.426458;-2.491512;-2.980708;-1.852987;-2.504492;2.067913;8.890748;5.095591;2.726597;8.394576;5.226180;2.784941;8.278297;5.345385
62;-1.283979;1.547740;0.346109;-0.366436;0.943761;0.323447;0.149773;0.824176;0.331515;-3.848504;-1.810451;-3.047263;-3.638048;-1.865909;-3.009984;-3.511332;-2.320448;-3.024120;2.154528;8.893701;5.108712;2.778215;8.527996;5.237143;2.834646;8.430365;5.354091
63;-2.599164;1.364206;0.222693;-0.779137;0.777057;0.203822;0.052061;0.678776;0.209851;-3.363786;-1.530403;-2.591003;-3.085985;-1.504162;-2.555838;-2.988421;-1.919188;-2.569119;2.094488;8.816929;5.094688;2.754593;8.407699;5.227591;2.793799;8.327264;5.345834
64;-1.084914;1.584177;0.366675;-0.419989;0.930531;0.343330;0.146959;0.822073;0.350925;-3.944164;-1.941602;-3.141903;-3.651046;-2.204139;-3.114446;-3.563451;-2.594783;-3.126437;2.133858;8.788385;5.099896;2.772091;8.356080;5.231534;2.728839;8.373770;5.347548
65;-2.526688;1.443365;0.232889;-0.785104;0.756455;0.212598;0.052141;0.676485;0.218953;-3.407739;-1.789965;-2.697483;-3.230063;-1.659345;-2.665613;-3.135456;-2.085368;-2.679290;2.113189;8.751968;5.094583;2.723097;8.479877;5.221838;2.757382;8.257381;5.342247
66;-0.719006;1.616115;0.383168;-0.404835;1.034847;0.358256;0.151809;0.893265;0.366778;-4.163604;-2.239321;-3.256672;-3.752669;-2.301194;-3.227455;-3.672692;-2.646106;-3.239767;2.057087;8.896653;5.109102;2.699475;8.451881;5.238114;2.755413;8.417569;5.353960
67;-1.152757;1.493475;0.267382;-0.674857;0.781203;0.244483;0.042937;0.706556;0.251158;-3.445836;-1.860041;-2.793033;-3.281742;-1.848101;-2.765094;-3.213022;-2.197087;-2.777170;2.140748;8.873032;5.105218;2.694663;8.363517;5.235820;2.794045;8.291339;5.351306
68;-0.627579;1.698421;0.390072;-0.371190;1.037374;0.365002;0.165404;0.884867;0.372835;-4.139733;-2.452353;-3.356794;-3.890839;-2.399060;-3.331233;-3.807203;-2.767270;-3.341124;2.162402;8.838583;5.099318;2.726159;8.419510;5.228033;2.812500;8.326280;5.346349
69;-1.501189;1.494207;0.269044;-0.562624;0.923216;0.246051;0.047779;0.759213;0.253065;-3.619503;-1.990114;-2.884671;-3.356959;-1.973603;-2.860495;-3.285370;-2.309587;-2.871415;2.077756;8.813976;5.096684;2.702100;8.447069;5.227358;2.753937;8.392716;5.345603
70;-0.265163;1.691327;0.408914;-0.363820;1.086581;0.383427;0.160540;0.946908;0.391389;-4.126905;-2.472096;-3.418432;-3.907969;-2.536443;-3.395669;-3.834102;-2.917693;-3.405268;2.141732;8.857284;5.107993;2.683290;8.389764;5.240258;2.775344;8.353593;5.358997
71;-1.476461;1.559368;0.283837;-0.537694;0.876916;0.261244;0.062782;0.745311;0.268178;-3.694871;-2.037630;-2.948069;-3.387100;-2.092528;-2.926870;-3.311015;-2.454479;-2.936409;2.104331;8.904528;5.104803;2.699038;8.461067;5.239047;2.796260;8.295522;5.358841
72;-0.844157;1.808128;0.425147;-0.494832;1.063087;0.399203;0.200779;0.933616;0.407686;-4.259806;-2.655362;-3.519431;-3.970097;-2.640956;-3.498472;-3.907787;-3.033253;-3.509177;2.048228;8.832677;5.105657;2.746282;8.463692;5.234978;2.833907;8.344488;5.352084
73;-1.110124;1.717443;0.306925;-0.318276;0.864974;0.283624;0.085060;0.803413;0.291273;-3.832242;-2.159004;-3.061018;-3.460228;-2.144149;-3.038425;-3.391762;-2.502401;-3.049101;2.066929;8.757874;5.095877;2.754593;8.538057;5.229098;2.796998;8.287647;5.345386
74;-0.936333;1.814491;0.432404;-0.414031;1.096294;0.407594;0.196908;0.949867;0.416474;-4.311966;-2.592225;-3.614125;-4.027441;-2.742027;-3.595808;-3.985493;-3.156631;-3.605100;2.141732;8.927165;5.104310;2.746282;8.476815;5.232945;2.825049;8.305611;5.348987
75;-0.994343;1.735146;0.312651;-0.367637;0.935031;0.287768;0.071347;0.833310;0.296190;-3.825944;-2.166632;-3.136788;-3.503173;-2.189312;-3.119452;-3.445950;-2.626781;-3.128312;2.123031;8.924212;5.102395;2.776465;8.476377;5.234891;2.814469;8.399607;5.351953
76;-1.144437;1.781433;0.474561;-0.420536;1.125138;0.450334;0.209075;1.018741;0.459007;-4.379755;-2.820014;-3.704830;-4.182431;-2.880279;-3.690186;-4.082877;-3.264683;-3.697706;2.098425;8.863189;5.116815;2.778215;8.455818;5.248677;2.760827;8.315945;5.364609
77;-0.756179;1.667149;0.338802;-0.297051;0.938810;0.313993;0.144337;0.868498;0.322895;-3.994077;-2.398905;-3.243727;-3.671079;-2.433237;-3.230868;-3.597229;-2.741615;-3.238069;2.110236;8.963583;5.102621;2.707787;8.329834;5.235136;2.769193;8.335876;5.353369
78;-1.315109;2.058519;0.491034;-0.444866;1.093428;0.464979;0.276045;1.028860;0.472971;-4.533135;-2.971704;-3.810279;-4.255949;-2.923341;-3.794948;-4.185762;-3.339761;-3.803790;2.077756;8.663385;5.106614;2.709536;8.335958;5.236323;2.746063;8.242619;5.355513
79;-0.649414;1.910168;0.363970;-0.266640;0.996690;0.336987;0.145865;0.935855;0.345630;-4.078472;-2.476695;-3.338537;-3.774763;-2.469017;-3.324276;-3.704116;-2.819319;-3.331953;2.145669;8.916339;5.107649;2.752843;8.395451;5.240043;2.790354;8.371309;5.358025
80;-1.258300;1.985085;0.509887;-0.426670;1.187487;0.483704;0.278917;1.091294;0.491951;-4.571240;-2.987730;-3.911617;-4.326961;-2.975336;-3.894751;-4.255412;-3.366519;-3.902470;2.126969;9.050197;5.113170;2.788276;8.631233;5.245081;2.775591;8.314714;5.363493
81;-0.879158;1.829684;0.381275;-0.366312;1.038777;0.354134;0.132320;0.991315;0.361790;-4.101896;-2.478585;-3.428963;-3.827004;-2.600658;-3.415233;-3.758143;-2.986089;-3.423174;2.170276;8.958661;5.105993;2.720472;8.492126;5.238261;2.791339;8.319881;5.357097
82;-1.503873;2.015077;0.530063;-0.437236;1.219000;0.503587;0.301691;1.120423;0.511818;-4.664174;-3.064107;-3.991361;-4.425387;-3.076672;-3.976909;-4.323000;-3.516683;-3.984970;2.219488;8.948819;5.111123;2.754593;8.470254;5.245198;2.796260;8.306841;5.366192
83;-0.905051;1.907041;0.402668;-0.310062;1.081799;0.376094;0.196240;0.984095;0.384596;-4.153659;-2.597791;-3.515946;-3.922174;-2.643327;-3.501187;-3.831434;-3.061999;-3.509042;2.159449;8.911417;5.110939;2.772966;8.426947;5.243629;2.783711;8.314714;5.360782
84;-1.635891;2.033936;0.539708;-0.397902;1.268629;0.512723;0.271692;1.143426;0.521680;-4.792766;-3.268676;-4.092235;-4.517455;-3.157954;-4.075834;-4.455632;-3.597877;-4.083744;2.034449;8.815945;5.107250;2.679790;8.462379;5.239808;2.784941;8.201526;5.359004
85;-1.286265;1.957038;0.423703;-0.361552;1.172950;0.397263;0.168193;1.014483;0.406201;-4.319764;-2.756614;-3.602956;-3.999839;-2.775379;-3.587302;-3.932476;-3.128341;-3.595830;2.164370;8.986220;5.109182;2.669729;8.414699;5.247648;2.801919;8.268209;5.363132
86;-1.496937;2.112447;0.559696;-0.370714;1.258697;0.533695;0.325637;1.146294;0.542258;-4.857183;-3.214555;-4.163244;-4.620152;-3.277157;-4.146885;-4.518833;-3.708888;-4.155392;2.124016;8.673228;5.114715;2.728346;8.437008;5.244872;2.758120;8.306841;5.361807
87;-1.080611;1.965045;0.429043;-0.360502;1.190981;0.402985;0.186778;1.055502;0.411256;-4.329566;-2.676698;-3.692746;-4.120213;-2.816001;-3.679947;-4.069793;-3.191955;-3.686077;2.174213;8.842520;5.106547;2.749344;8.498250;5.236088;2.802657;8.346949;5.356284
88;-1.712641;2.130874;0.576907;-0.374157;1.305153;0.550473;0.295930;1.193007;0.558187;-4.886143;-3.148720;-4.275311;-4.747249;-3.384694;-4.258872;-4.661436;-3.794178;-4.267543;2.168307;9.110236;5.117127;2.747157;8.479877;5.250328;2.775098;8.287401;5.365668
89;-1.291302;2.010119;0.441367;-0.389829;1.198103;0.417722;0.157120;1.051662;0.424860;-4.438514;-2.726186;-3.782059;-4.188545;-2.912080;-3.767434;-4.109300;-3.267446;-3.775578;2.078740;8.861220;5.115048;2.699475;8.420822;5.241467;2.790354;8.323081;5.360493
90;-1.587616;2.265543;0.605427;-0.354361;1.335242;0.576871;0.327858;1.230492;0.585067;-5.068030;-3.463971;-4.356879;-4.780226;-3.348277;-4.340052;-4.686157;-3.810345;-4.349573;2.210630;9.004921;5.115814;2.713911;8.483377;5.247314;2.795276;8.352609;5.363894
91;-1.417866;1.869375;0.477233;-0.432204;1.226850;0.451634;0.146720;1.120557;0.459300;-4.601904;-3.007126;-3.861958;-4.280763;-2.931406;-3.848213;-4.217186;-3.377877;-3.856526;2.156496;8.915355;5.113753;2.759405;8.467192;5.247714;2.772392;8.452264;5.363112
92;-1.577323;2.199214;0.623363;-0.388755;1.364318;0.594422;0.338274;1.257981;0.603503;-5.104239;-3.530925;-4.447255;-4.845878;-3.472812;-4.432011;-4.783601;-3.953796;-4.439636;2.187992;9.020669;5.126130;2.730971;8.352581;5.255187;2.817667;8.312746;5.373490
93;-1.297413;2.027987;0.492680;-0.339476;1.161683;0.466429;0.213159;1.095079;0.474205;-4.611161;-2.940415;-3.963155;-4.375738;-2.993925;-3.946278;-4.281460;-3.416851;-3.954710;2.152559;8.833661;5.114180;2.671479;8.504375;5.246251;2.783219;8.403790;5.362706
94;-1.437836;2.186847;0.652766;-0.451544;1.421877;0.624799;0.386096;1.314111;0.633851;-5.183504;-3.451281;-4.537003;-4.991592;-3.451016;-4.515759;-4.896523;-3.918256;-4.525290;2.185039;8.997047;5.123258;2.762467;8.367017;5.255633;2.801919;8.405758;5.374517
95;-1.272443;2.110079;0.498368;-0.356462;1.188521;0.470247;0.228309;1.127722;0.478461;-4.699377;-2.869141;-4.040105;-4.444288;-3.059360;-4.022440;-4.359458;-3.506769;-4.031067;2.157480;8.996063;5.115493;2.704724;8.482065;5.250739;2.804134;8.380905;5.364210
96;-1.492278;2.296923;0.671171;-0.730984;1.459356;0.641507;0.369498;1.360157;0.651211;-5.252303;-3.779635;-4.641153;-5.081369;-3.617336;-4.620573;-5.007769;-4.011386;-4.629835;2.186024;8.958661;5.120695;2.745844;8.372704;5.257285;2.798720;8.301427;5.372486
97;-1.139472;2.100149;0.526192;-0.345083;1.241811;0.497565;0.279110;1.163082;0.506268;-4.758998;-3.279301;-4.149124;-4.552111;-3.185072;-4.131583;-4.458231;-3.606007;-4.140838;2.173228;8.752953;5.110428;2.757655;8.440945;5.240788;2.793307;8.262303;5.359066
98;-1.569677;2.372534;0.698242;-1.034381;1.521184;0.668669;0.384024;1.406189;0.678627;-5.528076;-3.913035;-4.757605;-5.204700;-3.652190;-4.736027;-5.114211;-4.120715;-4.746127;2.161417;8.840551;5.118995;2.755906;8.329834;5.254046;2.810039;8.386565;5.369668
99;-1.153941;2.187173;0.545441;-0.461652;1.352211;0.517759;0.259778;1.251820;0.525672;-4.922642;-3.278696;-4.251791;-4.639835;-3.275407;-4.233811;-4.558832;-3.768089;-4.243676;2.139764;8.839567;5.112576;2.789589;8.481190;5.246601;2.821604;8.363435;5.363747
100;-2.081449;2.390527;0.706703;-1.358391;1.537361;0.676182;0.349521;1.444628;0.686465;-5.484436;-3.959151;-4.831304;-5.216779;-3.739654;-4.810597;-5.146561;-4.240402;-4.820918;2.189961;8.868111;5.123049;2.734908;8.443132;5.260596;2.789124;8.396899;5.377992
101;-1.048876;2.283344;0.580297;-0.621986;1.345534;0.551010;0.292775;1.244609;0.559692;-4.995571;-3.521559;-4.338473;-4.731133;-3.338578;-4.319474;-4.653111;-3.798293;-4.329967;2.140748;8.785433;5.119284;2.790026;8.559930;5.252684;2.803888;8.379429;5.366969
102;-0.979112;2.217104;0.554466;-0.408431;1.335578;0.523971;0.302059;1.186626;0.532954;-4.906575;-3.241172;-4.232926;-4.627086;-3.203133;-4.215493;-4.537938;-3.676383;-4.224823;2.124016;8.844488;5.114451;2.780840;8.406386;5.246723;2.776821;8.411663;5.364460
103;-1.009959;2.240238;0.560000;-0.413398;1.316408;0.530485;0.271301;1.217253;0.538708;-4.909281;-3.342374;-4.260731;-4.728660;-3.239334;-4.241469;-4.642880;-3.707006;-4.251970;2.142717;8.767716;5.119567;2.811898;8.469816;5.250778;2.807579;8.383367;5.369032
104;-0.965798;2.173776;0.528376;-0.335188;1.284683;0.499036;0.216921;1.171888;0.507854;-4.735098;-3.341132;-4.143387;-4.579362;-3.043954;-4.122892;-4.484031;-3.562821;-4.133267;2.113189;8.803149;5.107432;2.730096;8.461943;5.244706;2.769685;8.283464;5.358473
105;-0.905342;2.257759;0.541824;-0.460156;1.324115;0.510680;0.265942;1.215493;0.519795;-4.858979;-3.366333;-4.199861;-4.622864;-3.117789;-4.179662;-4.537191;-3.610340;-4.189859;2.153543;8.850393;5.116061;2.790464;8.344270;5.249596;2.813730;8.349655;5.366119
106;-1.011686;2.072914;0.495134;-0.388881;1.241444;0.466833;0.192865;1.142556;0.473998;-4.736048;-2.965897;-4.042280;-4.453314;-3.018889;-4.023765;-4.343726;-3.470397;-4.033065;2.069882;8.807087;5.108893;2.766842;8.495188;5.243622;2.748278;8.349901;5.363926
107;-0.976639;2.195596;0.538758;-0.386810;1.295266;0.508591;0.221636;1.204059;0.517396;-4.794051;-3.045178;-4.127050;-4.536764;-3.084300;-4.107686;-4.456194;-3.545173;-4.117718;2.186024;9.002953;5.116514;2.759843;8.385389;5.249073;2.773376;8.406742;5.364909
108;-1.311784;2.086194;0.477682;-0.392860;1.180260;0.448393;0.189389;1.114967;0.457297;-4.467598;-2.833890;-3.946556;-4.322019;-2.914707;-3.928002;-4.239706;-3.366729;-3.937490;2.109252;8.889764;5.103321;2.698163;8.444007;5.235949;2.778297;8.296014;5.354737
109;-1.268224;2.081792;0.503229;-0.397014;1.204081;0.475859;0.237225;1.151666;0.484083;-4.652067;-2.933659;-4.068652;-4.536911;-2.982857;-4.048703;-4.436874;-3.455027;-4.057654;2.109252;8.826772;5.108384;2.771654;8.531496;5.243204;2.782972;8.294538;5.359132
110;-1.406455;2.037686;0.451372;-0.382291;1.180467;0.424785;0.168068;1.061150;0.431875;-4.440064;-2.953394;-3.846221;-4.303063;-2.895284;-3.828955;-4.232174;-3.361200;-3.838507;2.158465;8.946851;5.117686;2.696850;8.382327;5.247300;2.770669;8.354577;5.364084
111;-1.429096;2.068091;0.492458;-0.355762;1.207798;0.464777;0.217689;1.140301;0.472675;-4.590292;-3.042924;-3.980994;-4.402798;-2.973314;-3.962402;-4.307827;-3.421162;-3.972092;2.151575;8.916339;5.117472;2.759843;8.434820;5.248697;2.795522;8.328986;5.369482
112;-1.234903;1.991970;0.425160;-0.394181;1.147207;0.398327;0.141559;1.054590;0.406072;-4.335130;-2.887561;-3.751695;-4.176144;-2.731737;-3.731294;-4.102092;-3.213853;-3.741624;2.073819;8.862205;5.111507;2.747157;8.459755;5.241114;2.768701;8.328248;5.357880
113;-1.499004;1.992266;0.478447;-0.408629;1.218814;0.450685;0.193411;1.111881;0.458946;-4.514035;-3.051521;-3.915020;-4.344082;-2.866286;-3.893796;-4.248012;-3.294505;-3.904193;2.111220;8.827756;5.110073;2.697725;8.451444;5.239303;2.805856;8.360236;5.356794
114;-1.134449;1.911771;0.405109;-0.375674;1.136687;0.378738;0.094023;1.034777;0.385923;-4.269423;-2.791005;-3.660625;-4.082214;-2.633183;-3.638219;-4.007576;-3.078591;-3.649424;2.120079;8.858268;5.099779;2.696850;8.434383;5.235810;2.769193;8.282726;5.350267
115;-1.402966;1.948460;0.459014;-0.448074;1.228366;0.431709;0.182974;1.150301;0.440069;-4.402633;-2.925062;-3.830162;-4.236204;-2.894769;-3.813068;-4.154682;-3.358158;-3.823086;2.163386;8.762795;5.107727;2.629046;8.431759;5.240243;2.786171;8.365157;5.360663
116;-1.259705;1.984253;0.382381;-0.374204;1.059335;0.356170;0.147114;1.030682;0.364140;-4.167518;-2.643358;-3.553393;-3.985806;-2.532907;-3.533533;-3.898018;-2.992871;-3.543769;2.022638;8.863189;5.109811;2.688539;8.406386;5.243651;2.778051;8.351377;5.358161
117;-1.292498;2.011997;0.449324;-0.427941;1.175553;0.422370;0.203017;1.085694;0.430567;-4.330144;-2.922796;-3.751378;-4.141780;-2.775941;-3.731288;-4.069860;-3.195746;-3.741978;2.175197;8.896653;5.115579;2.654418;8.344270;5.246707;2.767717;8.290847;5.364320
118;-0.969890;1.853099;0.372361;-0.357048;1.062899;0.345687;0.138755;1.005598;0.355284;-4.002330;-2.641882;-3.458663;-3.881361;-2.472601;-3.443149;-3.806411;-2.925995;-3.450823;2.086614;9.000000;5.111705;2.673228;8.417760;5.245044;2.757382;8.354577;5.361950
119;-1.294454;2.008919;0.432188;-0.343276;1.141702;0.405958;0.135789;1.050409;0.414282;-4.240609;-2.668739;-3.674042;-4.066193;-2.656841;-3.654835;-3.995986;-3.115330;-3.664787;2.121063;8.915355;5.114378;2.744969;8.343394;5.247697;2.788140;8.358268;5.364772
120;-0.804732;1.876164;0.352773;-0.341739;0.979510;0.325002;0.132859;0.945816;0.333530;-3.911349;-2.458761;-3.357208;-3.761806;-2.409413;-3.337485;-3.708670;-2.837030;-3.348018;2.140748;8.916339;5.104822;2.709974;8.397201;5.237937;2.707185;8.300443;5.351310
121;-1.159289;1.978100;0.399920;-0.326923;1.116351;0.375279;0.164026;1.010716;0.382796;-4.169986;-2.646694;-3.612959;-3.965863;-2.619974;-3.593303;-3.893823;-3.083670;-3.603107;2.042323;8.785433;5.095049;2.720910;8.362205;5.224086;2.788386;8.251722;5.342601
122;-0.444916;1.767843;0.340830;-0.247050;1.004266;0.313499;0.119323;0.950654;0.321937;-3.821293;-2.464877;-3.250576;-3.626131;-2.222664;-3.230974;-3.579829;-2.716003;-3.240588;2.111220;8.784449;5.113119;2.752406;8.458005;5.242938;2.745325;8.298720;5.361649
123;-0.795573;1.872618;0.398105;-0.296199;1.126859;0.372091;0.134953;0.989844;0.379612;-4.159179;-2.635756;-3.503089;-3.931373;-2.415880;-3.479566;-3.866286;-2.880980;-3.490341;2.160433;8.761811;5.107078;2.734033;8.425197;5.237662;2.797490;8.246555;5.354865
124;-0.272552;1.581641;0.315606;-0.226271;0.969453;0.287492;0.053773;0.908942;0.295474;-3.864420;-2.423264;-3.178297;-3.590198;-2.121510;-3.159664;-3.525444;-2.631829;-3.169195;2.112205;8.873032;5.112175;2.758530;8.471128;5.244108;2.798720;8.321113;5.361259
125;-0.688677;1.824683;0.390062;-0.263771;1.052612;0.361278;0.110232;0.994267;0.370012;-4.028016;-2.600032;-3.431458;-3.836506;-2.447415;-3.413578;-3.755491;-2.922248;-3.422867;2.126969;8.845472;5.112640;2.716973;8.464567;5.245524;2.823081;8.411909;5.360505
126;-0.695825;1.699829;0.297324;-0.351793;0.875168;0.271140;0.094921;0.830050;0.279753;-3.898852;-2.344081;-3.090833;-3.494811;-2.043493;-3.071945;-3.431003;-2.500315;-3.081020;2.054134;8.657480;5.098141;2.742782;8.428259;5.227587;2.753937;8.358022;5.346760
127;-0.494744;1.867723;0.374316;-0.200613;0.998552;0.348458;0.139092;0.964503;0.357538;-4.050400;-2.504017;-3.345937;-3.788296;-2.365018;-3.328078;-3.694246;-2.820894;-3.337210;2.095472;8.784449;5.110368;2.753718;8.460629;5.239930;2.809793;8.336369;5.354556
128;-1.109354;1.744706;0.274221;-0.370388;0.911791;0.247300;0.037910;0.796803;0.255013;-3.651494;-2.087666;-2.978443;-3.394951;-2.121722;-2.965176;-3.326722;-2.515216;-2.972877;2.111220;8.760827;5.098082;2.776028;8.451881;5.229518;2.819882;8.348671;5.347899
129;-0.524084;1.823073;0.355344;-0.290168;0.984786;0.330311;0.111813;0.945190;0.338116;-3.854491;-2.512600;-3.257716;-3.737790;-2.411973;-3.244371;-3.647291;-2.815732;-3.252936;2.130906;8.760827;5.102502;2.730534;8.496500;5.233777;2.804380;8.441191;5.352168
130;-1.270977;1.606864;0.271067;-0.546791;0.853644;0.247002;0.060522;0.782212;0.254343;-3.458293;-1.911032;-2.874794;-3.291233;-1.912418;-2.856708;-3.225068;-2.363305;-2.865651;2.071850;8.737205;5.106159;2.735783;8.471128;5.233280;2.774360;8.455709;5.352566
131;-0.847449;1.797833;0.335126;-0.305861;0.940676;0.310052;0.119504;0.897821;0.317665;-3.756846;-2.419758;-3.160535;-3.552032;-2.155379;-3.141815;-3.471097;-2.608859;-3.150260;2.121063;8.931103;5.106845;2.728784;8.422134;5.239073;2.811516;8.401821;5.356098
132;-1.523306;1.635209;0.237550;-0.654079;0.782239;0.212969;0.032949;0.716513;0.220612;-3.340597;-1.969955;-2.747906;-3.207328;-1.753467;-2.728775;-3.159516;-2.196640;-2.737986;2.106299;8.877953;5.095884;2.737095;8.428697;5.225448;2.770669;8.318159;5.345304
133;-0.937934;1.615380;0.334693;-0.294190;0.933872;0.309751;0.115594;0.843381;0.318128;-3.726603;-2.221147;-3.067538;-3.527806;-1.947407;-3.042468;-3.483403;-2.441197;-3.053927;2.144685;8.761811;5.094117;2.759405;8.553369;5.226623;2.816191;8.310778;5.345805
134;-1.640267;1.585456;0.233100;-0.678268;0.752265;0.209645;0.008328;0.709279;0.217551;-3.273093;-1.927463;-2.677707;-3.103654;-1.650620;-2.660096;-3.029477;-2.121900;-2.668970;2.039370;8.882874;5.098561;2.740595;8.473753;5.230267;2.786171;8.435778;5.346496
135;-1.115150;1.716684;0.320304;-0.405630;0.900095;0.295973;0.096113;0.873691;0.304220;-3.602050;-2.232099;-2.992864;-3.439439;-2.023839;-2.975478;-3.347181;-2.465885;-2.985415;2.118110;8.817913;5.102649;2.792213;8.519685;5.234162;2.766978;8.317175;5.351393
136;-1.639402;1.661624;0.221452;-0.708978;0.725764;0.197339;0.028962;0.711872;0.204588;-3.170768;-1.926688;-2.591108;-2.998648;-1.633191;-2.575619;-2.920868;-2.067136;-2.583644;2.058071;8.750000;5.094440;2.741032;8.357393;5.228248;2.808563;8.331201;5.343731
137;-1.159963;1.694518;0.310029;-0.469109;0.852829;0.286344;0.117041;0.820922;0.293618;-3.454105;-2.186255;-2.907586;-3.330282;-2.004350;-2.889943;-3.244470;-2.398405;-2.900033;2.058071;8.854331;5.108060;2.774716;8.483377;5.236631;2.809547;8.242619;5.354041
138;-1.296497;1.604758;0.211858;-0.749276;0.710585;0.189613;0.024776;0.689719;0.196458;-3.041307;-1.622186;-2.491336;-2.874454;-1.635790;-2.479287;-2.820794;-2.057081;-2.485838;2.058071;8.998032;5.096839;2.769466;8.398951;5.228154;2.773376;8.337599;5.344917
139;-1.408818;1.454619;0.286687;-0.542383;0.835556;0.264918;0.077851;0.781342;0.271302;-3.432420;-2.121019;-2.808520;-3.175450;-1.899510;-2.793755;-3.116803;-2.331562;-2.801513;2.063976;8.785433;5.102025;2.737970;8.450569;5.229738;2.745817;8.289617;5.349085
140;-0.759686;1.401727;0.191420;-0.594257;0.676628;0.170781;-0.038268;0.654777;0.176603;-3.026042;-1.487740;-2.380490;-2.837601;-1.571923;-2.367567;-2.776392;-1.922993;-2.373462;2.077756;8.946851;5.084664;2.706912;8.398951;5.217362;2.768209;8.399115;5.329723
141;-1.457132;1.515915;0.288460;-0.631035;0.869581;0.267161;0.115602;0.786907;0.274221;-3.305792;-2.045979;-2.711963;-3.191293;-1.837786;-2.695271;-3.118621;-2.208456;-2.703817;2.017717;8.809055;5.100553;2.772091;8.487314;5.231854;2.804134;8.300443;5.346757
142;-0.644419;1.391418;0.181164;-0.465763;0.706217;0.160883;-0.013984;0.617281;0.166877;-2.893236;-1.535626;-2.279220;-2.671104;-1.349811;-2.265708;-2.613660;-1.812381;-2.273228;2.127953;8.672244;5.095203;2.760717;8.369641;5.222722;2.768947;8.438238;5.342730
143;-1.231749;1.343762;0.278476;-0.651412;0.780029;0.257308;0.106805;0.707278;0.264406;-3.182518;-1.841031;-2.614044;-3.014628;-1.716942;-2.601408;-2.971533;-2.156978;-2.608658;2.089567;8.875984;5.102133;2.766842;8.369204;5.229320;2.789862;8.298474;5.348975
144;-0.670076;1.372109;0.173084;-0.283027;0.715326;0.154128;-0.014459;0.641882;0.161030;-2.972222;-1.459795;-2.185331;-2.608457;-1.218390;-2.171133;-2.515078;-1.705419;-2.177988;2.087598;8.687008;5.096442;2.782152;8.400263;5.225211;2.806841;8.516732;5.344650
145;-0.734945;1.414841;0.263588;-0.518063;0.784038;0.244176;0.075512;0.701266;0.250517;-3.111510;-1.784634;-2.526235;-3.008323;-1.611604;-2.513360;-2.925228;-2.081404;-2.520838;2.096457;8.913385;5.100606;2.721785;8.567367;5.230976;2.761073;8.342766;5.344634
